port,proto,name,desc
1434,udp,ms-sql-m,Microsoft-SQL-Monitor
1521,tcp,ncube-lm,nCube License Manager
1521,udp,ncube-lm,nCube License Manager
1701,tcp,l2f,l2f
1701,udp,l2f,l2f
1720,tcp,h323hostcall,H.323 Call Control Signalling
1720,udp,h323hostcall,H.323 Call Control Signalling
1723,tcp,pptp,pptp
1723,udp,pptp,pptp
1812,tcp,radius,RADIUS
1812,udp,radius,RADIUS
1813,tcp,radius-acct,RADIUS Accounting
1813,udp,radius-acct,RADIUS Accounting
1883,tcp,mqtt,Message Queuing Telemetry Transport Protocol
1883,udp,mqtt,Message Queuing Telemetry Transport Protocol
1900,tcp,ssdp,SSDP
1900,udp,ssdp,SSDP
2049,tcp,shilp,
2049,udp,shilp,
2082,tcp,infowave,Infowave Mobility Server
2082,udp,infowave,Infowave Mobility Server
2083,tcp,radsec,Secure Radius Service
2083,udp,radsec,Secure Radius Service
2222,tcp,EtherNet-IP-1,"EtherNet/IP I/O IANA assigned this well-formed service name as a replacement for ""EtherNet/IP-1""."
2222,udp,EtherNet-IP-1,"EtherNet/IP I/O IANA assigned this well-formed service name as a replacement for ""EtherNet/IP-1""."
2375,tcp,docker,Docker REST API (plain text)
2375,udp,,Reserved
2376,tcp,docker-s,Docker REST API (ssl)
2379,tcp,etcd-client,etcd client communication
2379,udp,,Reserved
2380,tcp,etcd-server,etcd server to server communication
2380,udp,,Reserved
2598,tcp,citriximaclient,Citrix MA Client
2598,udp,citriximaclient,Citrix MA Client
3128,tcp,ndl-aas,Active API Server Port
3128,udp,ndl-aas,Active API Server Port
3260,tcp,iscsi-target,iSCSI port
3260,udp,iscsi-target,iSCSI port
3268,tcp,msft-gc,Microsoft Global Catalog
3268,udp,msft-gc,Microsoft Global Catalog
3269,tcp,msft-gc-ssl,Microsoft Global Catalog with LDAP/SSL
3269,udp,msft-gc-ssl,Microsoft Global Catalog with LDAP/SSL
3306,tcp,mysql,MySQL
3306,udp,mysql,MySQL
3389,tcp,ms-wbt-server,MS WBT Server
3389,udp,ms-wbt-server,MS WBT Server
3478,tcp,stun,Session Traversal Utilities for NAT (STUN) port
3478,udp,stun,Session Traversal Utilities for NAT (STUN) port
3544,tcp,teredo,Teredo Port
3544,udp,teredo,Teredo Port
4369,tcp,epmd,Erlang Port Mapper Daemon
4369,udp,epmd,Erlang Port Mapper Daemon
4444,tcp,krb524,KRB524
4444,udp,krb524,KRB524
4500,tcp,ipsec-nat-t,IPsec NAT-Traversal
4500,udp,ipsec-nat-t,IPsec NAT-Traversal
4789,tcp,,Reserved
4789,udp,vxlan,Virtual eXtensible Local Area Network (VXLAN)
5004,tcp,avt-profile-1,RTP media data
5004,udp,avt-profile-1,RTP media data
5060,tcp,sip,SIP
5060,udp,sip,SIP
5061,tcp,sips,SIP-TLS
5061,udp,sips,SIP-TLS
5222,tcp,xmpp-client,XMPP Client Connection
5222,udp,,Reserved
5269,tcp,xmpp-server,XMPP Server Connection
5269,udp,,Reserved
5353,tcp,mdns,Multicast DNS
5353,udp,mdns,Multicast DNS
5355,tcp,llmnr,LLMNR
5355,udp,llmnr,LLMNR
5432,tcp,postgresql,PostgreSQL Database
5432,udp,postgresql,PostgreSQL Database
5555,tcp,personal-agent,Personal Agent
5555,udp,personal-agent,Personal Agent
5601,tcp,esmagent,Enterprise Security Agent
5601,udp,esmagent,Enterprise Security Agent
5671,tcp,amqps,amqp protocol over TLS/SSL
5671,udp,amqps,amqp protocol over TLS/SSL
5672,tcp,amqp,AMQP
5672,udp,amqp,AMQP
5683,tcp,coap,Constrained Application Protocol (CoAP)
5683,udp,coap,Constrained Application Protocol
5900,tcp,rfb,Remote Framebuffer
5900,udp,rfb,Remote Framebuffer
5985,tcp,wsman,WBEM WS-Management HTTP
5985,udp,wsman,WBEM WS-Management HTTP
5986,tcp,wsmans,WBEM WS-Management HTTP over TLS/SSL
5986,udp,wsmans,WBEM WS-Management HTTP over TLS/SSL
6379,tcp,redis,An advanced key-value cache and store
6379,udp,,Reserved
6443,tcp,sun-sr-https,Service Registry Default HTTPS Domain
6443,udp,sun-sr-https,Service Registry Default HTTPS Domain
6514,tcp,syslog-tls,Syslog over TLS
6514,udp,syslog-tls,syslog over DTLS
6697,tcp,ircs-u,Internet Relay Chat via TLS/SSL
6697,udp,,Reserved
7001,tcp,afs3-callback,callbacks to cache managers
7001,udp,afs3-callback,callbacks to cache managers
7547,tcp,cwmp,Broadband Forum CWMP
7547,udp,cwmp,Broadband Forum CWMP
8000,tcp,irdmi,iRDMI
8000,udp,irdmi,iRDMI
8006,tcp,wpl-analytics,World Programming analytics
8006,udp,wpl-disc,World Programming analytics discovery
8009,tcp,nvme-disc,NVMe over Fabrics Discovery Service
8009,udp,,Reserved
8080,tcp,http-alt,HTTP Alternate (see port 80)
8080,udp,http-alt,HTTP Alternate (see port 80)
8086,tcp,d-s-n,Distributed SCADA Networking Rendezvous Port
8086,udp,d-s-n,Distributed SCADA Networking Rendezvous Port
8443,tcp,pcsync-https,PCsync HTTPS
8443,udp,pcsync-https,PCsync HTTPS
8883,tcp,secure-mqtt,Secure MQTT
8883,udp,secure-mqtt,Secure MQTT
8888,tcp,ddi-tcp-1,NewsEDGE server TCP (TCP 1)
8888,udp,ddi-udp-1,NewsEDGE server UDP (UDP 1)
9000,tcp,cslistener,CSlistener
9000,udp,cslistener,CSlistener
9090,tcp,websm,WebSM
9090,udp,websm,WebSM
9092,tcp,XmlIpcRegSvc,Xml-Ipc Server Reg
9092,udp,XmlIpcRegSvc,Xml-Ipc Server Reg
9100,tcp,hp-pdl-datastr,PDL Data Streaming Port
9100,udp,hp-pdl-datastr,PDL Data Streaming Port
9200,tcp,wap-wsp,WAP connectionless session service
9200,udp,wap-wsp,WAP connectionless session service
9300,tcp,vrace,Virtual Racing Service
9300,udp,vrace,Virtual Racing Service
9418,tcp,git,git pack transfer service
9418,udp,git,git pack transfer service
9993,tcp,palace-2,OnLive-2
9993,udp,palace-2,OnLive-2
10000,tcp,ndmp,Network Data Management Protocol
10000,udp,ndmp,Network Data Management Protocol
10050,tcp,zabbix-agent,Zabbix Agent
10050,udp,zabbix-agent,Zabbix Agent
10051,tcp,zabbix-trapper,Zabbix Trapper
10051,udp,zabbix-trapper,Zabbix Trapper
11211,tcp,memcache,Memory cache service
11211,udp,memcache,Memory cache service
12345,tcp,italk,Italk Chat System
12345,udp,italk,Italk Chat System
27017,tcp,mongodb,Mongo database system
27017,udp,,Reserved
31337,tcp,eldim,eldim is a secure file upload proxy
31337,udp,eldim,eldim is a secure file upload proxy
32400,tcp,plex,Plex multimedia
32400,udp,,Reserved
33434,tcp,traceroute,traceroute use
33434,udp,traceroute,traceroute use
47808,tcp,bacnet,Building Automation and Control Networks
47808,udp,bacnet,Building Automation and Control Networks
